process_name,process_id,process_location,process_description,exchange_flow_name,exchange_flow_id,exchange_amount,exchange_unit,exchange_ecoinvent_type,_old_process_id,_old_exchange_flow_id,orig_process_id,orig_exchange_id,allocation_factor,allocation_type
Electricity - MIXED - GridLiance,423a1db6-c22f-3d23-aec4-c7b029c14ceb,GridLiance,"Electricity from MIXED produced at generating facilities in the GridLiance region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",423a1db6-c22f-3d23-aec4-c7b029c14ceb.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,423a1db6-c22f-3d23-aec4-c7b029c14ceb,fc406690-160c-37d5-bf36-added9542164,,,1.0,
"Electricity - HYDRO - Alcoa Power Generating, Inc. - Yadkin Division",d69b54b0-2add-3c40-9ae5-f3392550fb4f,"Alcoa Power Generating, Inc. - Yadkin Division","Electricity from HYDRO produced at generating facilities in the Alcoa Power Generating, Inc. - Yadkin Division region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",d69b54b0-2add-3c40-9ae5-f3392550fb4f.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,d69b54b0-2add-3c40-9ae5-f3392550fb4f,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - Western Area Power Administration - Upper Great Plains West,be78e573-3350-373e-8b89-64b8aca3e0dc,Western Area Power Administration - Upper Great Plains West,"Electricity from HYDRO produced at generating facilities in the Western Area Power Administration - Upper Great Plains West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",be78e573-3350-373e-8b89-64b8aca3e0dc.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,be78e573-3350-373e-8b89-64b8aca3e0dc,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Duke Energy Progress East,f4c0141d-7362-39be-b5ce-30c63c68fe88,Duke Energy Progress East,"Electricity from MIXED produced at generating facilities in the Duke Energy Progress East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",f4c0141d-7362-39be-b5ce-30c63c68fe88.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,f4c0141d-7362-39be-b5ce-30c63c68fe88,fc406690-160c-37d5-bf36-added9542164,,,1.0,
"Electricity - MIXED - Duke Energy Florida, Inc.",dc44abac-4d0a-3ecc-a95b-193b9d938e71,"Duke Energy Florida, Inc.","Electricity from MIXED produced at generating facilities in the Duke Energy Florida, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",dc44abac-4d0a-3ecc-a95b-193b9d938e71.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,dc44abac-4d0a-3ecc-a95b-193b9d938e71,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - OTHF - PacifiCorp East,734ffb81-1be0-3fec-97a2-3a34bb9f9e72,PacifiCorp East,"Electricity from OTHF produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",734ffb81-1be0-3fec-97a2-3a34bb9f9e72.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,734ffb81-1be0-3fec-97a2-3a34bb9f9e72,fc406690-160c-37d5-bf36-added9542164,,,1.0,
"Electricity - OIL - Electric Reliability Council of Texas, Inc.",397cf112-5223-3b60-8d55-975ce181630a,"Electric Reliability Council of Texas, Inc.","Electricity from OIL produced at generating facilities in the Electric Reliability Council of Texas, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",397cf112-5223-3b60-8d55-975ce181630a.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,397cf112-5223-3b60-8d55-975ce181630a,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - OIL - ISO New England,a28f2563-2f63-362e-865b-4871b0e5d615,ISO New England,"Electricity from OIL produced at generating facilities in the ISO New England region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",a28f2563-2f63-362e-865b-4871b0e5d615.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,a28f2563-2f63-362e-865b-4871b0e5d615,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Tucson Electric Power,ab846f90-0bf3-381e-93e3-b9c24c1f515a,Tucson Electric Power,"Electricity from MIXED produced at generating facilities in the Tucson Electric Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",ab846f90-0bf3-381e-93e3-b9c24c1f515a.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,ab846f90-0bf3-381e-93e3-b9c24c1f515a,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Tampa Electric Company,16a8a55f-c9aa-39bb-910b-6665ba548b60,Tampa Electric Company,"Electricity from MIXED produced at generating facilities in the Tampa Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",16a8a55f-c9aa-39bb-910b-6665ba548b60.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,16a8a55f-c9aa-39bb-910b-6665ba548b60,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - OIL - PacifiCorp East,c4063cd7-8fdb-3c33-ae54-b6178d5cd8e9,PacifiCorp East,"Electricity from OIL produced at generating facilities in the PacifiCorp East region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",c4063cd7-8fdb-3c33-ae54-b6178d5cd8e9.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,c4063cd7-8fdb-3c33-ae54-b6178d5cd8e9,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - Los Angeles Department of Water and Power,927e5654-0b97-3f8f-97cc-18f60b123a9f,Los Angeles Department of Water and Power,"Electricity from HYDRO produced at generating facilities in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",927e5654-0b97-3f8f-97cc-18f60b123a9f.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,927e5654-0b97-3f8f-97cc-18f60b123a9f,fc406690-160c-37d5-bf36-added9542164,,,1.0,
"Electricity - OIL - Duke Energy Florida, Inc.",c1b16e6c-da13-3478-8edb-65899bfdb3a9,"Duke Energy Florida, Inc.","Electricity from OIL produced at generating facilities in the Duke Energy Florida, Inc. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",c1b16e6c-da13-3478-8edb-65899bfdb3a9.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,c1b16e6c-da13-3478-8edb-65899bfdb3a9,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - PacifiCorp West,a984406d-a09f-3ef3-a037-e5e08689f21e,PacifiCorp West,"Electricity from HYDRO produced at generating facilities in the PacifiCorp West region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",a984406d-a09f-3ef3-a037-e5e08689f21e.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,a984406d-a09f-3ef3-a037-e5e08689f21e,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - South Carolina Public Service Authority,9b963797-6b39-3ed3-8d5b-ea5f19919073,South Carolina Public Service Authority,"Electricity from MIXED produced at generating facilities in the South Carolina Public Service Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",9b963797-6b39-3ed3-8d5b-ea5f19919073.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,9b963797-6b39-3ed3-8d5b-ea5f19919073,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Portland General Electric Company,398c7cd8-141e-3c96-8ef0-90b8772a1e9d,Portland General Electric Company,"Electricity from MIXED produced at generating facilities in the Portland General Electric Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",398c7cd8-141e-3c96-8ef0-90b8772a1e9d.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,398c7cd8-141e-3c96-8ef0-90b8772a1e9d,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - Florida Power & Light Co.,a89030c5-0fce-3ecd-a1fb-bb13032b16e3,Florida Power & Light Co.,"Electricity from HYDRO produced at generating facilities in the Florida Power & Light Co. region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",a89030c5-0fce-3ecd-a1fb-bb13032b16e3.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,a89030c5-0fce-3ecd-a1fb-bb13032b16e3,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - ISO New England,bb15406b-b0ec-3b29-9a05-6fcfb8d94767,ISO New England,"Electricity from MIXED produced at generating facilities in the ISO New England region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",bb15406b-b0ec-3b29-9a05-6fcfb8d94767.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,bb15406b-b0ec-3b29-9a05-6fcfb8d94767,fc406690-160c-37d5-bf36-added9542164,,,1.0,
"Electricity - OIL - PJM Interconnection, LLC",365b8e44-c781-3100-96bf-a8ef25983b74,"PJM Interconnection, LLC","Electricity from OIL produced at generating facilities in the PJM Interconnection, LLC region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",365b8e44-c781-3100-96bf-a8ef25983b74.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,365b8e44-c781-3100-96bf-a8ef25983b74,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Los Angeles Department of Water and Power,1ed52022-644f-3653-9a6d-27f43c2da3bd,Los Angeles Department of Water and Power,"Electricity from MIXED produced at generating facilities in the Los Angeles Department of Water and Power region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",1ed52022-644f-3653-9a6d-27f43c2da3bd.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,1ed52022-644f-3653-9a6d-27f43c2da3bd,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Southwest Power Pool,80c78d15-eb23-3e8c-91bf-24942d4130b9,Southwest Power Pool,"Electricity from MIXED produced at generating facilities in the Southwest Power Pool region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",80c78d15-eb23-3e8c-91bf-24942d4130b9.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,80c78d15-eb23-3e8c-91bf-24942d4130b9,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Tennessee Valley Authority,797682d7-2ac1-302f-9042-2f95064f1328,Tennessee Valley Authority,"Electricity from MIXED produced at generating facilities in the Tennessee Valley Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",797682d7-2ac1-302f-9042-2f95064f1328.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,797682d7-2ac1-302f-9042-2f95064f1328,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - New York Independent System Operator,7ff65272-ba66-36e0-9b21-c1ef518c9a3a,New York Independent System Operator,"Electricity from HYDRO produced at generating facilities in the New York Independent System Operator region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",7ff65272-ba66-36e0-9b21-c1ef518c9a3a.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,7ff65272-ba66-36e0-9b21-c1ef518c9a3a,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - MIXED - Western Area Power Administration - Desert Southwest Region,26e17e8c-50a8-3a6f-a593-a16a5c87c5da,Western Area Power Administration - Desert Southwest Region,"Electricity from MIXED produced at generating facilities in the Western Area Power Administration - Desert Southwest Region region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",26e17e8c-50a8-3a6f-a593-a16a5c87c5da.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,26e17e8c-50a8-3a6f-a593-a16a5c87c5da,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - HYDRO - PUD No. 1 of Douglas County,d1ff373b-1cb7-3a73-9ba5-250fcbba3515,PUD No. 1 of Douglas County,"Electricity from HYDRO produced at generating facilities in the PUD No. 1 of Douglas County region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This process represents the operational emissions from hydro-electric power plants aggregated to the stated region (e.g. balancing authority area: California ISO).The emissions contained in this process are mostly calculated emissions from measured GHG emissions from reservoirs associated with hydro power plants. Emissions are then allocated according to share of economic use of the reservoir. The boundary of these emissions are within the boundaries of the electricity generating facilities and the associated reservoir. See Data Treatment section for more details. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",d1ff373b-1cb7-3a73-9ba5-250fcbba3515.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,d1ff373b-1cb7-3a73-9ba5-250fcbba3515,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - OIL - Tennessee Valley Authority,490d564e-1757-35e5-8bd9-2c81b06ab769,Tennessee Valley Authority,"Electricity from OIL produced at generating facilities in the Tennessee Valley Authority region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",490d564e-1757-35e5-8bd9-2c81b06ab769.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,490d564e-1757-35e5-8bd9-2c81b06ab769,fc406690-160c-37d5-bf36-added9542164,,,1.0,
Electricity - OTHF - Nevada Power Company,1b4fafff-4803-31fc-814c-22aedabf5b45,Nevada Power Company,"Electricity from OTHF produced at generating facilities in the Nevada Power Company region. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.
This is an electricity generation process that represents the stated fuel type (e.g. coal, gas) aggregated to the stated region (e.g. balancing authority area: California ISO). The emissions contained in this process are the reported emissions of all of the facilities in the stated region/fuel type per MWh. The boundary of these emissions are within the boundaries of the electricity generating facilities. For the mixed plant category, the emissions can be from any facility within the region that does not match the threshold set in the model configuration file. This process was created with ElectricityLCI (https://github.com/USEPA/ElectricityLCI) version 2.0.0 using the ELCI_2022 configuration.","Electricity, AC, 2300-7650 V",1b4fafff-4803-31fc-814c-22aedabf5b45.fc406690-160c-37d5-bf36-added9542164,1.0,MJ,production,1b4fafff-4803-31fc-814c-22aedabf5b45,fc406690-160c-37d5-bf36-added9542164,,,1.0,
